# r [Å]	g(r)	ρ(r) [particles/Å³]	n(r)
1.050000000000000044e+00 4.030702971311327154e+00 1.347080851065216300e-01 9.010850337070529514e-01
1.150000000000000133e+00 1.128365609059222153e-04 3.771053624598166302e-06 9.944033109550323157e-01
1.250000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.944064445167815069e-01
1.350000000000000089e+00 1.169916810646412394e-05 3.909919793589638426e-07 9.944068922458111359e-01
1.450000000000000178e+00 2.261610498882096927e-03 7.558414046622164849e-05 9.945071896259060074e-01
1.550000000000000044e+00 7.266609686592107042e-02 2.428536865813417291e-03 9.982730013305328720e-01
1.650000000000000133e+00 5.252792877307373987e-01 1.755509336707704662e-02 1.031968656941442353e+00
1.750000000000000000e+00 1.320263291004586836e+00 4.412385160442655607e-02 1.146902590928528420e+00
1.850000000000000089e+00 1.498897064660737133e+00 5.009388059337564064e-02 1.339529722649074106e+00
1.950000000000000178e+00 1.138192604060311197e+00 3.803895927500913071e-02 1.538134580803898865e+00
2.049999999999999822e+00 7.115056162004950169e-01 2.377886928982080386e-02 1.691804857128572870e+00
2.150000000000000355e+00 4.019608106799056335e-01 1.343372892519022199e-02 1.793610121231246746e+00
2.250000000000000000e+00 2.599590196847432755e-01 8.687958898769354912e-03 1.860262279072464997e+00
2.350000000000000533e+00 1.857770070208858981e-01 6.208759377886544431e-03 1.909441188673912659e+00
2.450000000000000178e+00 1.648256818945813551e-01 5.508555738894400575e-03 1.951760313784719036e+00
2.549999999999999822e+00 2.000917176311108048e-01 6.687164080213210855e-03 1.999857085878125496e+00
2.650000000000000355e+00 2.913676095632443674e-01 9.737649493323998970e-03 2.070144521395515635e+00
2.750000000000000000e+00 4.644575564647905885e-01 1.552240105260624912e-02 2.186867758461384703e+00
2.850000000000000533e+00 7.048921655315540935e-01 2.355784450037331015e-02 2.380852779546375864e+00
2.950000000000000178e+00 1.076819970244612401e+00 3.598785552509255192e-02 2.697860152902089581e+00
3.049999999999999822e+00 1.328124434595745029e+00 4.438657490789235660e-02 3.154076222401446916e+00
3.150000000000000355e+00 1.547405996445006870e+00 5.171507306469682458e-02 3.735929922685472526e+00
3.250000000000000000e+00 1.525612329730522632e+00 5.098671795357763437e-02 4.396726251368693994e+00
3.350000000000000533e+00 1.422697157026690862e+00 4.754724202542957856e-02 5.070375533751334096e+00
3.450000000000000178e+00 1.304651670874519942e+00 4.360210354506818126e-02 5.731726630127777611e+00
3.549999999999999822e+00 1.189110299992786279e+00 3.974065383447411559e-02 6.372489403549963072e+00
3.650000000000000355e+00 1.105256351494319000e+00 3.693821343853134764e-02 6.996372595107815506e+00
3.750000000000000000e+00 1.034487947753796488e+00 3.457309841472954587e-02 7.611052557908029925e+00
3.850000000000000533e+00 1.018632765852434119e+00 3.404321040061639853e-02 8.233584075542514924e+00
3.950000000000000178e+00 9.928135267144880816e-01 3.318031866983512518e-02 8.875914994299442640e+00
4.050000000000000711e+00 9.954199430328773968e-01 3.326742639117793304e-02 9.544046855471622237e+00
4.150000000000000355e+00 1.006827015457164798e+00 3.364865638849704604e-02 1.025102015091146690e+01
4.250000000000000000e+00 9.956941161439719634e-01 3.327658939203562843e-02 1.099279565446140872e+01
4.349999999999999645e+00 1.003083969677124987e+00 3.352356194887100294e-02 1.176902539189270769e+01
4.450000000000000178e+00 9.993345665077661977e-01 3.339825504215236662e-02 1.258314936522201677e+01
4.550000000000000711e+00 9.847221910943586565e-01 3.290990223500980805e-02 1.342678398341748114e+01
4.650000000000000355e+00 9.774528204448498236e-01 3.266695627568343141e-02 1.429867554150124320e+01
4.750000000000000000e+00 9.887421348704398261e-01 3.304425074249498634e-02 1.521093257935534382e+01
4.850000000000000533e+00 9.929740431724719540e-01 3.318568320918148518e-02 1.616985418808245356e+01
4.950000000000000178e+00 9.962005774773259326e-01 3.329351558006838491e-02 1.717289221365408025e+01
5.050000000000000711e+00 9.989214897764545631e-01 3.338444981366663761e-02 1.822040055017559013e+01
5.150000000000000355e+00 1.005663485430459136e+00 3.360977064003652787e-02 1.931543538812411143e+01
5.250000000000000000e+00 9.963739995030302943e-01 3.329931142986535669e-02 2.045220649804897661e+01
5.350000000000000533e+00 1.007268313358077094e+00 3.366340478241654915e-02 2.163428921450228160e+01
5.450000000000000178e+00 9.823625575271083266e-01 3.283104211515980309e-02 2.285240710273579268e+01
5.550000000000000711e+00 9.963647018878225570e-01 3.329900069897061970e-02 2.410958231739456892e+01
5.650000000000000355e+00 9.874717093646665500e-01 3.300179249430074818e-02 2.541597729925123517e+01
5.750000000000000000e+00 9.671994263336231024e-01 3.232428277768651520e-02 2.674940828104060131e+01
5.850000000000000533e+00 9.788202559991300289e-01 3.271265664763709641e-02 2.812431404830763526e+01
5.950000000000000178e+00 9.580187813986534850e-01 3.201746108726800238e-02 2.953992013285436258e+01
6.050000000000000711e+00 9.719941584191938988e-01 3.248452509334291000e-02 3.099919808599345572e+01
6.150000000000000355e+00 9.599511457212840382e-01 3.208204165782416878e-02 3.250869430625535017e+01
