Time (ps)	Potential	Kinetic	Total
3290.000000	0.001498	-0.065735	-0.004334
3300.000000	-0.120315	0.026259	-0.056855
3310.000000	0.014324	0.035935	0.034966
3320.000000	0.039728	0.023268	0.010739
3330.000000	-0.046541	0.026645	-0.055036
3340.000000	0.125288	0.080657	0.162412
3350.000000	-0.074716	-0.005068	-0.109216
3360.000000	0.030054	0.101968	0.147190
3370.000000	-0.058916	0.050392	0.021582
3380.000000	0.092010	-0.163113	0.035573
3390.000000	0.080063	-0.085065	-0.011484
3400.000000	-0.209179	-0.003491	-0.163097
3410.000000	-0.031355	-0.013791	-0.025240
3420.000000	-0.033517	-0.040812	0.017310
3430.000000	-0.091535	0.081452	-0.059547
3440.000000	0.061468	0.101681	0.028322
3450.000000	0.111968	0.034206	0.132654
3460.000000	0.038684	-0.000638	0.025700
3470.000000	0.033806	-0.090721	0.073832
3480.000000	-0.055567	-0.135373	-0.095560
3490.000000	0.013183	0.089864	-0.022415
3500.000000	0.059032	-0.053514	-0.024639
3510.000000	-0.024538	-0.053446	-0.014926
3520.000000	-0.068479	-0.163263	-0.135876
3530.000000	0.016902	0.018248	-0.000663
3540.000000	0.135112	0.125393	0.223829
3550.000000	-0.105476	0.020447	-0.058667
3560.000000	0.104629	0.101455	0.136222
3570.000000	0.000847	-0.103590	-0.035014
3580.000000	0.055083	-0.025936	0.035813
3590.000000	-0.034868	-0.037985	-0.094828
3600.000000	0.036958	0.004675	0.091492
3610.000000	-0.022553	-0.124053	-0.040448
3620.000000	-0.020065	0.138397	0.066448
3630.000000	0.163327	-0.125893	0.050358
3640.000000	-0.038020	0.104660	0.056403
3650.000000	-0.024888	-0.025213	-0.037065
3660.000000	0.208359	-0.089498	0.182755
3670.000000	-0.076006	0.008184	-0.125008
3680.000000	0.003476	0.045635	0.005648
3690.000000	0.030784	-0.021315	-0.006555
3700.000000	0.004325	0.002632	0.006426
3710.000000	0.129860	0.143794	0.159452
3720.000000	0.079216	-0.040874	-0.025686
3730.000000	-0.113571	0.072862	-0.076904
3740.000000	0.013372	-0.096235	-0.010218
3750.000000	-0.079167	-0.163919	-0.012008
3760.000000	0.051757	-0.054115	-0.133123
3770.000000	0.044849	-0.025078	-0.098731
3780.000000	-0.088469	-0.048290	-0.060266
3790.000000	-0.059305	0.086833	0.040434
3800.000000	0.036347	-0.043454	-0.061228
3810.000000	0.148530	-0.035664	0.095529
3820.000000	-0.139266	0.092230	0.003111
3830.000000	-0.055125	-0.041128	0.006118
3840.000000	-0.051537	-0.032651	-0.153969
3850.000000	0.031059	0.033729	0.118232
3860.000000	-0.056003	-0.083479	-0.149505
3870.000000	-0.053705	-0.103605	-0.194932
3880.000000	0.214409	0.038496	0.191203
3890.000000	-0.066121	0.004612	-0.074399
3900.000000	-0.035050	0.094956	0.171586
3910.000000	-0.051157	0.014435	-0.127307
3920.000000	0.184455	0.096324	0.120589
3930.000000	-0.132345	0.079037	0.017241
3940.000000	-0.048937	-0.015321	0.005863
3950.000000	0.056910	-0.034762	0.008574
3960.000000	-0.046232	0.005290	0.004797
3970.000000	-0.153715	0.133858	-0.034197
3980.000000	0.152875	-0.150176	0.085245
3990.000000	0.076383	-0.009059	-0.049470
4000.000000	-0.108981	-0.080049	-0.155584
4010.000000	-0.091144	0.047987	-0.094988
4020.000000	-0.098701	0.046901	-0.111841
4030.000000	0.166815	-0.028086	0.215435
4040.000000	-0.026656	-0.093227	-0.209718
4050.000000	-0.153157	-0.022479	-0.099445
4060.000000	-0.068072	-0.203486	-0.037007
4070.000000	0.115966	0.012606	0.107767
4080.000000	-0.066687	0.158057	0.003687
4090.000000	-0.022432	-0.053705	-0.050433
4100.000000	0.128686	0.020938	0.108148
4110.000000	-0.039900	0.066642	-0.023562
4120.000000	0.021251	-0.009525	-0.028421
4130.000000	0.135330	-0.117272	0.016274
4140.000000	-0.022380	-0.073752	0.021007
4150.000000	-0.130291	-0.012909	-0.242870
4160.000000	-0.079764	0.147821	-0.028568
4170.000000	-0.002231	0.008800	0.072987
4180.000000	-0.084273	0.185895	-0.015739
4190.000000	-0.085269	0.115088	-0.040343
4200.000000	0.084194	0.017249	0.106318
4210.000000	-0.185780	-0.080139	-0.081016
4220.000000	0.049552	0.044165	0.150424
4230.000000	0.065654	0.020042	-0.115198
4240.000000	-0.051671	0.015620	0.011456
4250.000000	-0.032988	0.070948	-0.013010
4260.000000	-0.105730	0.043456	-0.068665
4270.000000	0.105383	-0.135733	-0.006462
4280.000000	0.201626	-0.156083	0.123615
4290.000000	-0.260304	-0.098739	-0.270280
4300.000000	0.079311	0.105913	-0.090197
4310.000000	-0.067478	-0.126949	-0.038332
4320.000000	-0.015334	-0.159363	0.031196
4330.000000	0.039840	0.170047	0.048944
4340.000000	-0.307209	0.113238	-0.256104
4350.000000	0.135066	0.034239	0.218443
4360.000000	0.004741	0.147106	-0.022874
4370.000000	-0.048850	0.044193	-0.001324
4380.000000	0.028705	-0.136402	-0.143264
4390.000000	0.027349	-0.214449	0.027470
4400.000000	-0.167701	-0.060373	-0.136595
4410.000000	0.159764	-0.086146	-0.023460
4420.000000	0.118418	0.206525	0.248739
4430.000000	-0.131619	-0.036955	-0.022022
4440.000000	-0.190061	0.203049	-0.086667
4450.000000	0.155413	0.083196	0.055031
4460.000000	0.055892	0.037495	0.133210
4470.000000	-0.237970	0.105453	-0.174967
4480.000000	0.181231	0.064031	0.107480
4490.000000	-0.220635	0.032082	-0.192980
4500.000000	0.070038	-0.040718	0.188296
4510.000000	0.214016	-0.042302	0.180237
4520.000000	0.055623	-0.038430	-0.083228
4530.000000	-0.056285	0.129652	0.025451
4540.000000	0.228177	0.040568	0.234426
4550.000000	0.014626	-0.025214	0.024367
4560.000000	-0.223115	0.010281	-0.311352
4570.000000	0.260428	0.140849	0.165273
4580.000000	-0.276677	-0.031668	-0.234709
4590.000000	-0.203715	-0.066418	-0.064308
4600.000000	0.446497	-0.127406	0.270926
4610.000000	0.048345	0.105690	0.198350
4620.000000	-0.146475	-0.044549	0.016674
4630.000000	0.200333	-0.132078	0.238500
4640.000000	-0.092701	0.212869	0.120261
4650.000000	0.135610	0.128950	0.037111
4660.000000	0.163571	-0.105917	-0.002774
4670.000000	0.010628	-0.305661	-0.240380
4680.000000	-0.009134	0.130797	0.055530
4690.000000	0.232396	-0.009152	0.116998
4700.000000	0.193432	-0.037262	0.321142
4710.000000	-0.135222	0.205679	0.063650
4720.000000	0.137736	0.347789	0.182824
4730.000000	-0.114866	-0.051945	-0.187852
4740.000000	-0.268239	-0.348550	-0.169429
4750.000000	0.091697	-0.013805	-0.059984
4760.000000	0.025459	0.102667	-0.126912
4770.000000	-0.126520	-0.137311	-0.194273
4780.000000	0.380006	0.043618	0.387122
4790.000000	0.106322	0.313658	0.167567
4800.000000	0.299643	0.068701	0.057717
4810.000000	0.189455	-0.370797	0.077258
4820.000000	-0.494221	-0.257575	-0.238878
4830.000000	-0.004054	0.133032	-0.079518
4840.000000	0.042066	-0.034109	-0.235552
4850.000000	-0.033305	-0.118997	0.090329
4860.000000	-0.385727	0.177269	-0.117780
4870.000000	0.066886	0.168986	0.059426
4880.000000	0.419666	-0.059632	0.284353
4890.000000	0.219655	-0.303597	0.094914
4900.000000	-0.072310	0.168368	0.072459
4910.000000	-0.248522	0.079338	-0.535080
4920.000000	0.187046	0.149930	0.142616
4930.000000	-0.228334	-0.073767	-0.328700
4940.000000	-0.025846	0.211677	0.211348
4950.000000	-0.339173	0.006842	-0.472637
4960.000000	0.427797	-0.044255	0.371606
4970.000000	-0.302143	-0.091237	-0.246673
4980.000000	0.196427	0.172294	0.074904
4990.000000	-0.147606	0.139317	-0.290043
