# x (Å)	Density (normalized)
-4.847440794110297047e-02 7.716998475633929898e-03
5.105875827372075015e-01 1.800459873150931159e-02
1.069649573415517807e+00 1.808898717378996240e-02
1.628711564093828335e+00 1.828957200967244387e-02
2.187773554772138418e+00 1.806756549228795763e-02
2.746835545450449168e+00 1.829736171203679915e-02
3.305897536128759917e+00 1.802082727810174964e-02
3.864959526807069778e+00 1.816104192066037362e-02
4.424021517485380528e+00 1.825971148394235286e-02
4.983083508163691278e+00 1.824413207921364924e-02
5.542145498842001139e+00 1.817207733234321373e-02
6.101207489520311888e+00 1.813637452983985973e-02
6.660269480198621750e+00 1.822335953957533380e-02
7.219331470876932499e+00 1.817856875098018687e-02
7.778393461555243249e+00 1.816039277879669123e-02
8.337455452233552222e+00 1.827723831426217999e-02
8.896517442911864748e+00 1.797993134068880464e-02
9.455579433590173721e+00 1.816298934625145203e-02
1.001464142426848447e+01 1.816623505556999585e-02
1.057370341494679522e+01 1.819025330452673714e-02
1.113276540562510419e+01 1.820453442552807943e-02
1.169182739630341672e+01 1.817986703470758289e-02
1.225088938698172569e+01 1.807405691092491690e-02
1.280995137766003822e+01 1.822011383025681774e-02
1.336901336833834719e+01 1.819674472316376926e-02
1.392807535901665617e+01 1.812209340883852091e-02
1.448713734969496869e+01 1.808833803192625572e-02
1.504619934037327766e+01 1.816363848811514831e-02
1.560526133105159019e+01 1.826815032817041828e-02
1.616432332172989916e+01 1.819090244639049239e-02
1.672338531240821169e+01 1.809288202497208106e-02
1.728244730308652066e+01 1.823958808616779614e-02
1.784150929376482964e+01 1.814611165779537669e-02
1.840057128444313861e+01 1.809807515988165819e-02
1.895963327512145113e+01 1.814481337406798414e-02
1.951869526579976366e+01 1.820583270925541647e-02
2.007775725647807263e+01 1.827658917239854269e-02
2.063681924715638161e+01 1.818116531843503442e-02
2.119588123783469058e+01 1.807989918769813478e-02
2.175494322851300311e+01 1.803770496655792213e-02
2.231400521919131563e+01 1.823114924193961275e-02
2.287306720986962461e+01 1.833046794708542357e-02
2.343212920054793358e+01 1.824023722803149242e-02
2.399119119122624255e+01 1.792929827532035308e-02
2.455025318190455508e+01 1.834215250063197383e-02
2.510931517258286760e+01 1.813572538797610448e-02
2.566837716326117658e+01 1.810586486224614183e-02
2.622743915393948555e+01 1.823504409312179733e-02
2.678650114461779808e+01 1.829606342830946211e-02
2.734556313529610705e+01 1.793708797768483673e-02
2.790462512597441957e+01 1.821946468839306249e-02
2.846368711665272855e+01 1.834345078435936638e-02
2.902274910733103752e+01 1.806496892483309621e-02
2.958181109800935005e+01 1.807210948533388012e-02
3.014087308868765902e+01 1.835253877045113155e-02
3.069993507936597155e+01 1.824543036294095505e-02
3.125899707004428052e+01 1.808184661328934156e-02
3.181805906072258949e+01 1.807535519465225393e-02
3.237712105140090557e+01 1.833825764944978925e-02
3.293618304207920744e+01 1.822335953957535809e-02
3.349524503275752352e+01 1.815909449506932644e-02
3.405430702343583249e+01 1.814416423220405541e-02
3.461336901411414146e+01 1.805977578992363011e-02
3.517243100479245754e+01 1.815000650897756126e-02
3.573149299547075941e+01 1.826879947003417354e-02
3.629055498614907549e+01 1.826165890953350412e-02
3.684961697682738446e+01 1.802277470369265458e-02
3.740867896750569344e+01 1.823504409312191182e-02
3.796774095818400951e+01 1.824607950480476928e-02
3.852680294886231138e+01 1.813702367170361499e-02
3.908586493954062746e+01 1.808768889006261843e-02
3.964492693021893643e+01 1.807210948533365114e-02
4.020398892089724541e+01 1.831813425167517009e-02
4.076305091157556149e+01 1.809482945056328784e-02
4.132211290225386335e+01 1.822530696516645385e-02
4.188117489293217943e+01 1.816363848811520729e-02
4.244023688361048841e+01 1.810781228783700514e-02
4.299929887428879738e+01 1.810456657851874929e-02
4.355836086496711346e+01 1.811560199020160328e-02
4.411742285564541532e+01 1.834345078435936638e-02
4.467648484632373140e+01 1.802666955487506467e-02
4.523554683700204038e+01 1.808249575515280885e-02
4.579460882768034935e+01 1.809742601801807987e-02
4.635367081835866543e+01 1.827853659798963498e-02
4.691273280903696730e+01 1.842459351732153583e-02
4.747179479971528338e+01 1.807860090397085673e-02
4.803085679039359235e+01 1.817856875098001340e-02
4.858991878107190132e+01 1.801952899437439526e-02
4.914898077175021740e+01 1.815390136015974584e-02
4.970804276242851927e+01 1.819609558130007299e-02
5.026710475310683535e+01 1.822595610703015012e-02
5.082616674378514432e+01 1.815455050202320966e-02
5.138522873446345329e+01 1.821362241161990358e-02
5.194429072514176937e+01 1.808768889006261843e-02
5.250335271582007124e+01 1.809028545751740699e-02
5.306241470649838732e+01 1.824218465362235225e-02
5.362147669717670340e+01 1.818376188588982298e-02
5.418053868785500526e+01 1.810975971342832641e-02
5.473960067853332134e+01 1.559887898464702369e-02
5.529866266921162321e+01 3.140548336567719392e-03
